,腹,industry_id,LEVEL_111,E1,E9,E10,E17,Q4,Q7,Q11,Q15,Q3,Q13,S12,S2,S9,S21,esg_out,Q20,Q18,Q23,Q24,Q27,Q29,Q31,G6,G19,Q34_2,Q43,Q35_2,E_score,S_score,G_score,ESG_score,E1_topic_score,E2_topic_score,E3_topic_score,E4_topic_score,E5_topic_score,S1_topic_score,S2_topic_score,S3_topic_score,S4_topic_score,S5_topic_score,G1_topic_score,G2_topic_score,G3_topic_score,G4_topic_score,ESG_rating,ネ玻(じ),綪ゑ瞯,綪ゑ,ネ玻(じ),market_share,total_market_value
690,8011,19,C,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,3,3,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,0.0,2.0,4.0,1.0,3.0,3.2,4.4,3.5,3.608000000000001,4.0,3.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A,486414.0,3.57,綪ゑㄒ禬筁0%~10%,2货~5货,4.320005607902184e-05,11259568717
654,3518,19,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,4.6,3.5,3.19,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,4.0,B+,455429.0,100.0,綪ゑㄒ禬筁50%,2货~5货,4.044817447691234e-05,11259568717
687,6668,19,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.4,4.2,3.5,3.246,4.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B+,428505.0,89.18,綪ゑㄒ禬筁50%,2货~5货,3.805696388290891e-05,11259568717
666,5222,19,C,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,1.0,1.0,4.0,3.0,4.6,4.0,2.25,3.604,4.0,5.0,4.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,A,420599.0,6.03,綪ゑㄒ禬筁0%~10%,2货~5货,3.735480554996465e-05,11259568717
684,6426,19,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,3,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,2.0,3.6,3.25,2.85,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,B-,412051.0,72.36,綪ゑㄒ禬筁50%,2货~5货,3.659562904730749e-05,11259568717
693,8201,19,B,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,3,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.6,3.5,2.9400000000000004,0.0,5.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,B,268276.0,39.65,綪ゑㄒ禬筁30%~40%,2货~5货,2.3826489872116476e-05,11259568717
595,2305,19,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.2,3.5,2.84,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,241312.0,95.62,綪ゑㄒ禬筁50%,2货~5货,2.1431726744174546e-05,11259568717
610,2365,19,B,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1,3,2.0,0.0,0.0,-2147483648.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.4,3.2,3.25,2.906,0.0,3.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B,219888.0,82.26,綪ゑㄒ禬筁50%,2货~5货,1.952898956671468e-05,11259568717
669,5484,19,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.0,3.25,2.95,0.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B,214972.0,66.48,綪ゑㄒ禬筁50%,2货~5货,1.9092383145673198e-05,11259568717
678,6225,19,C-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3,3,2.0,0.0,0.0,-2147483648.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,2.8,4.0,2.25,2.902,4.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,B,26927.0,7.21,綪ゑㄒ禬筁0%~10%,1货,2.391477034048817e-06,11259568717
604,2353,19,A+,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3,1,1.0,0.0,0.0,-2147483648.0,2.0,0.0,,,,,,,0.0,1.0,4.0,,3.0,2.2,1.0,2.25,1.918,3.0,0.0,3.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,5.0,4.0,0.0,0.0,C-,,81.45,綪ゑㄒ禬筁50%,,,11259568717
607,2357,19,A+,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3,3,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.0,4.4,3.5,2.75,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B-,,94.01,綪ゑㄒ禬筁50%,,,11259568717
618,2390,19,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,4.2,3.25,3.0,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B,,92.5,綪ゑㄒ禬筁50%,,,11259568717
638,3046,19,C,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,2.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.8,3.5,2.99,0.0,5.0,0.0,0.0,5.0,3.0,5.0,3.0,5.0,3.0,5.0,0.0,5.0,4.0,B,,99.7,綪ゑㄒ禬筁50%,,,11259568717
643,3130,19,A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,1.0,3.0,0.6,3.2,3.5,2.294,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,C,,0.23,綪ゑㄒ禬筁0%~10%,,,11259568717
653,3515,19,B+,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.6,4.0,3.25,2.794,0.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,,98.72,綪ゑㄒ禬筁50%,,,11259568717
668,5258,19,C,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,-2147483648.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.6,2.8,3.25,2.494,0.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,C,,95.63,綪ゑㄒ禬筁50%,,,11259568717
696,8454,19,A+,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4,1,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,4.2,3.5,2.934,3.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B,,0.0,0%(礚綪),,,11259568717
698,9912,19,B-,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4,1,0.0,0.0,0.0,-2147483648.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,0.8,2.8,3.5,2.272,4.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,C,,97.83,綪ゑㄒ禬筁50%,,,11259568717
385,1605,20,B+,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,3,3,1.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,0.0,0.0,4.0,1.0,3.0,2.6,4.2,2.25,2.874,3.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,B-,135154790.0,24.03,綪ゑㄒ禬筁20%~30%,1000货,0.13031796823717443,1037115540
375,1504,20,A,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1,4,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.4,3.4,3.25,3.346,0.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B+,24234465.0,44.85,綪ゑㄒ禬筁40%~50%,200货~500货,0.02336717951405877,1037115540
374,1503,20,A,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,3.0,2.2,4.4,3.5,3.218,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B+,21654000.0,36.8,綪ゑㄒ禬筁30%~40%,200货~500货,0.020879062327038317,1037115540
397,2371,20,B+,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,-2147483648.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,3.0,1.6,3.2,2.25,2.234,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,4.0,5.0,0.0,0.0,4.0,C,20126738.0,27.2,綪ゑㄒ禬筁20%~30%,200货~500货,0.019406456873647848,1037115540
400,4532,20,B,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,3,2.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.4,4.6,4.5,3.706,0.0,3.0,4.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,A,16180470.0,53.28,綪ゑㄒ禬筁50%,100货~200货,0.015601415055452742,1037115540
387,1609,20,A,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3,1,2.0,0.0,0.0,-2147483648.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,2.8,3.25,2.65,0.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,13547820.0,2.38,綪ゑㄒ禬筁0%~10%,100货~200货,0.01306298042742663,1037115540
386,1608,20,B+,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.8,3.6,3.25,2.772,0.0,0.0,4.0,0.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,11793057.0,15.74,綪ゑㄒ禬筁10%~20%,100货~200货,0.011371015615097234,1037115540
404,6781,20,C,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,2.0,,,,,,,0.0,1.0,1.0,,3.0,1.8,2.0,2.25,2.012,0.0,4.0,0.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,C,8954920.0,82.67,綪ゑㄒ禬筁50%,50货~100货,0.008634447807039898,1037115540
381,1537,20,C,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.8,4.0,3.5,2.962,0.0,0.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B,6571561.0,94.38,綪ゑㄒ禬筁50%,50货~100货,0.006336382733210227,1037115540
377,1514,20,B-,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,3.4,3.5,2.5,0.0,5.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,C,6511969.0,16.81,綪ゑㄒ禬筁10%~20%,50货~100货,0.006278923368557374,1037115540
401,4930,20,B-,1.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,4.0,2.25,2.59,0.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,B-,6166379.0,87.21,綪ゑㄒ禬筁50%,50货~100货,0.005945701093245599,1037115540
379,1519,20,A,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,3,3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,3.0,2.8,4.0,3.25,3.262,0.0,0.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,4.0,B+,5681088.0,29.36,綪ゑㄒ禬筁20%~30%,50货~100货,0.00547777733616835,1037115540
395,1626,20,B,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,1,1,1.0,2.0,2.0,-2147483648.0,1.0,1.0,,,,,,,0.0,0.0,1.0,,3.0,3.4,2.8,1.25,2.476,4.0,4.0,4.0,0.0,5.0,0.0,3.0,4.0,4.0,3.0,5.0,0.0,0.0,0.0,C,5575655.0,44.11,綪ゑㄒ禬筁40%~50%,50货~100货,0.0053761174960313485,1037115540
376,1513,20,B+,1.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1,2,2.0,0.0,0.0,-2147483648.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.25,3.09,4.0,3.0,3.0,0.0,5.0,0.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,4.0,B,4514197.0,11.11,綪ゑㄒ禬筁10%~20%,20货~50货,0.004352646186364154,1037115540
389,1612,20,B+,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,1.6,3.4,3.5,2.734,0.0,3.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,4328390.0,0.02,綪ゑㄒ禬筁0%~10%,20货~50货,0.004173488712742652,1037115540
378,1515,20,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,3.0,1.6,5.0,3.25,3.044,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,4.0,B,3816196.0,98.31,綪ゑㄒ禬筁50%,20货~50货,0.0036796247407497144,1037115540
384,1604,20,B,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.8,2.25,1.9,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,C-,3558085.0,9.61,綪ゑㄒ禬筁0%~10%,20货~50货,0.0034307508303269662,1037115540
393,1617,20,B,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,3.2,3.5,2.684,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,3510919.0,77.35,綪ゑㄒ禬筁50%,20货~50货,0.003385272772983423,1037115540
390,1614,20,B-,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1,1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,2.6,4.2,3.5,3.324,0.0,4.0,4.0,0.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,0.0,5.0,4.0,B+,3420816.0,5.71,綪ゑㄒ禬筁0%~10%,20货~50货,0.003298394313906433,1037115540
382,1598,20,B+,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,1.8,4.4,3.5,3.0620000000000003,4.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,4.0,B,2847861.0,98.07,綪ゑㄒ禬筁50%,20货~50货,0.0027459438125862043,1037115540
383,1603,20,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,1.0,4.0,3.0,1.6,4.6,2.5,2.674,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,B-,2829772.0,0.0,0%(礚綪),20货~50货,0.00272850216862048,1037115540
391,1615,20,B-,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,4.2,3.5,2.7,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,2774327.0,4.01,綪ゑㄒ禬筁0%~10%,20货~50货,0.0026750413941343506,1037115540
396,1736,20,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,4,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,1.6,4.4,3.5,2.984,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,5.0,B,2674204.0,91.55,綪ゑㄒ禬筁50%,20货~50货,0.0025785015235621675,1037115540
402,5283,20,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,1.6,3.2,2.25,2.234,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,C,2663581.0,0.0,0%(礚綪),20货~50货,0.0025682586917943587,1037115540
394,1618,20,C,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1,3,0.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,1.0,4.0,3.5,2.6500000000000004,0.0,5.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,2416435.0,6.11,綪ゑㄒ禬筁0%~10%,20货~50货,0.002329957373891052,1037115540
392,1616,20,B,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.8,4.0,3.5,2.962,0.0,0.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B,2264053.0,0.05,綪ゑㄒ禬筁0%~10%,20货~50货,0.0021830287105716302,1037115540
403,6558,20,C,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1,3,2.0,0.0,0.0,-2147483648.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.4,3.6,2.25,2.646,0.0,3.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,B-,1088822.0,94.75,綪ゑㄒ禬筁50%,10货~20货,0.0010498560266486798,1037115540
388,1611,20,B,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,4,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.6,4.0,3.5,3.274,3.0,5.0,0.0,0.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B+,472390.0,0.0,0%(礚綪),2货~5货,0.00045548444872400617,1037115540
380,1529,20,C-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,1.6,3.4,2.25,2.2840000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,4.0,C,446824.0,0.0,0%(礚綪),2货~5货,0.00043083338622040124,1037115540
399,3024,20,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,4,0.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,1.6,5.0,3.75,3.224,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,5.0,B+,370253.0,51.17,綪ゑㄒ禬筁50%,2货~5货,0.00035700265372554346,1037115540
398,2491,20,B-,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,3,2.0,2.0,2.0,-2147483648.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,4.6,3.8,3.5,4.004,4.0,5.0,4.0,5.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,A+,18508.0,-4.8,,1货,1.7845649097110242e-05,1037115540
457,2049,21,A+,0.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,3,3,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,3.0,4.2,3.5,3.4799999999999995,0.0,5.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,26867277.0,93.27,綪ゑㄒ禬筁50%,200货~500货,0.020311744052443098,1322745941
455,1590,21,B,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.2,4.6,3.5,3.268,0.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,16007645.0,4.09,綪ゑㄒ禬筁0%~10%,100货~200货,0.012101828857549297,1322745941
465,3413,21,A,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,2.8,3.5,2.35,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,C,11154075.0,92.02,綪ゑㄒ禬筁50%,100货~200货,0.008432515008564293,1322745941
447,1532,21,B+,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,4,3,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,3.8,3.2,3.5,3.542,3.0,3.0,3.0,5.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,A,10605772.0,79.81,綪ゑㄒ禬筁50%,100货~200货,0.008017996254051632,1322745941
454,1589,21,B-,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,3,3,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,2.4,4.2,3.25,3.156,3.0,4.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B,8223900.0,31.26,綪ゑㄒ禬筁30%~40%,50货~100货,0.006217293695705999,1322745941
459,2360,21,A+,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1,3,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,3.0,2.6,4.2,2.5,2.964,3.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0,0.0,B,7557649.0,86.7,綪ゑㄒ禬筁50%,50货~100货,0.00571360589039978,1322745941
469,4526,21,B+,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,1.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,4.2,4.25,3.3600000000000003,0.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,B+,6113273.0,83.51,綪ゑㄒ禬筁50%,50货~100货,0.004621653191676662,1322745941
478,6438,21,B,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,3.6,4.4,2.25,3.3140000000000005,4.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0,4.0,B+,5761799.0,47.55,綪ゑㄒ禬筁40%~50%,50货~100货,0.004355937766585821,1322745941
